timestamp,aruco_id,x,y,z,yaw
2026-02-21 22:03:40.361,33,-0.072192,0.022378,0.520894,-0.069263
2026-02-21 22:03:40.397,33,-0.066423,0.021501,0.521275,-0.061067
2026-02-21 22:03:40.429,33,-0.061652,0.022328,0.518990,-0.046495
2026-02-21 22:03:40.461,33,-0.057570,0.021066,0.519308,-0.050695
2026-02-21 22:03:40.497,42,-0.061022,0.021707,0.563666,-0.064784
2026-02-21 22:03:40.529,33,-0.056756,0.020795,0.517373,-0.049719
2026-02-21 22:03:40.561,33,-0.058365,0.020807,0.517459,-0.049789
2026-02-21 22:03:40.597,33,-0.061271,0.020956,0.517040,-0.035507
2026-02-21 22:03:40.629,33,-0.064194,0.021719,0.517834,-0.034680
2026-02-21 22:03:40.661,33,-0.064016,0.021660,0.518100,-0.037906
2026-02-21 22:03:40.697,42,-0.068013,0.023149,0.567050,-0.106084
2026-02-21 22:03:40.729,33,-0.058061,0.021488,0.519939,-0.020021
2026-02-21 22:03:40.761,33,-0.052647,0.020643,0.520411,-0.039340
2026-02-21 22:03:40.797,33,-0.048075,0.020728,0.518593,-0.033598
2026-02-21 22:03:40.829,33,-0.044994,0.020630,0.515368,-0.048448
2026-02-21 22:03:40.861,33,-0.046072,0.020518,0.513732,-0.046158
2026-02-21 22:03:40.897,33,-0.049813,0.020572,0.510560,-0.052644
2026-02-21 22:03:40.929,33,-0.055333,0.021429,0.505965,-0.061084
2026-02-21 22:03:40.997,33,-0.075162,0.026546,0.514961,-0.069310
